country,iso3,metric_id,latest_observation_year,latest_value,source_id,source_indicator_id,years_behind_metric_max
Nigeria,NGA,inflation_cpi_pct,2025,23.0101235833333,world_bank_wdi,FP.CPI.TOTL.ZG,0
Algeria,DZA,inflation_cpi_pct,2025,1.41835151429016,world_bank_wdi,FP.CPI.TOTL.ZG,0
United States,USA,unemployment_pct,2025,4.198,world_bank_wdi,SL.UEM.TOTL.ZS,0
China,CHN,unemployment_pct,2025,4.615,world_bank_wdi,SL.UEM.TOTL.ZS,0
Germany,DEU,unemployment_pct,2025,3.711,world_bank_wdi,SL.UEM.TOTL.ZS,0
Japan,JPN,unemployment_pct,2025,2.451,world_bank_wdi,SL.UEM.TOTL.ZS,0
United Kingdom,GBR,unemployment_pct,2025,4.746,world_bank_wdi,SL.UEM.TOTL.ZS,0
India,IND,unemployment_pct,2025,4.219,world_bank_wdi,SL.UEM.TOTL.ZS,0
France,FRA,unemployment_pct,2025,7.542,world_bank_wdi,SL.UEM.TOTL.ZS,0
Russian Federation,RUS,unemployment_pct,2025,2.133,world_bank_wdi,SL.UEM.TOTL.ZS,0
Italy,ITA,unemployment_pct,2025,6.391,world_bank_wdi,SL.UEM.TOTL.ZS,0
Canada,CAN,unemployment_pct,2025,6.907,world_bank_wdi,SL.UEM.TOTL.ZS,0
Brazil,BRA,unemployment_pct,2025,5.97,world_bank_wdi,SL.UEM.TOTL.ZS,0
Spain,ESP,unemployment_pct,2025,10.376,world_bank_wdi,SL.UEM.TOTL.ZS,0
"Korea, Rep.",KOR,unemployment_pct,2025,2.683,world_bank_wdi,SL.UEM.TOTL.ZS,0
Mexico,MEX,unemployment_pct,2025,2.673,world_bank_wdi,SL.UEM.TOTL.ZS,0
Australia,AUS,unemployment_pct,2025,4.09,world_bank_wdi,SL.UEM.TOTL.ZS,0
Turkiye,TUR,unemployment_pct,2025,8.52,world_bank_wdi,SL.UEM.TOTL.ZS,0
Indonesia,IDN,unemployment_pct,2025,3.237,world_bank_wdi,SL.UEM.TOTL.ZS,0
Netherlands,NLD,unemployment_pct,2025,3.874,world_bank_wdi,SL.UEM.TOTL.ZS,0
Saudi Arabia,SAU,unemployment_pct,2025,3.038,world_bank_wdi,SL.UEM.TOTL.ZS,0
Switzerland,CHE,unemployment_pct,2025,4.873,world_bank_wdi,SL.UEM.TOTL.ZS,0
Poland,POL,unemployment_pct,2025,2.976,world_bank_wdi,SL.UEM.TOTL.ZS,0
Belgium,BEL,unemployment_pct,2025,5.906,world_bank_wdi,SL.UEM.TOTL.ZS,0
Ireland,IRL,unemployment_pct,2025,4.632,world_bank_wdi,SL.UEM.TOTL.ZS,0
Argentina,ARG,unemployment_pct,2025,7.145,world_bank_wdi,SL.UEM.TOTL.ZS,0
Sweden,SWE,unemployment_pct,2025,8.694,world_bank_wdi,SL.UEM.TOTL.ZS,0
Israel,ISR,unemployment_pct,2025,3.489,world_bank_wdi,SL.UEM.TOTL.ZS,0
Singapore,SGP,unemployment_pct,2025,2.818,world_bank_wdi,SL.UEM.TOTL.ZS,0
Austria,AUT,unemployment_pct,2025,5.582,world_bank_wdi,SL.UEM.TOTL.ZS,0
Thailand,THA,unemployment_pct,2025,0.781,world_bank_wdi,SL.UEM.TOTL.ZS,0
Norway,NOR,unemployment_pct,2025,4.637,world_bank_wdi,SL.UEM.TOTL.ZS,0
Viet Nam,VNM,unemployment_pct,2025,1.523,world_bank_wdi,SL.UEM.TOTL.ZS,0
Philippines,PHL,unemployment_pct,2025,2.235,world_bank_wdi,SL.UEM.TOTL.ZS,0
Malaysia,MYS,unemployment_pct,2025,3.764,world_bank_wdi,SL.UEM.TOTL.ZS,0
Denmark,DNK,unemployment_pct,2025,5.529,world_bank_wdi,SL.UEM.TOTL.ZS,0
Colombia,COL,unemployment_pct,2025,8.29,world_bank_wdi,SL.UEM.TOTL.ZS,0
Bangladesh,BGD,unemployment_pct,2025,3.778,world_bank_wdi,SL.UEM.TOTL.ZS,0
Romania,ROU,unemployment_pct,2025,5.992,world_bank_wdi,SL.UEM.TOTL.ZS,0
"Hong Kong SAR, China",HKG,unemployment_pct,2025,2.799,world_bank_wdi,SL.UEM.TOTL.ZS,0
South Africa,ZAF,unemployment_pct,2025,32.391,world_bank_wdi,SL.UEM.TOTL.ZS,0
Pakistan,PAK,unemployment_pct,2025,5.42,world_bank_wdi,SL.UEM.TOTL.ZS,0
Czechia,CZE,unemployment_pct,2025,2.825,world_bank_wdi,SL.UEM.TOTL.ZS,0
"Egypt, Arab Rep.",EGY,unemployment_pct,2025,6.781,world_bank_wdi,SL.UEM.TOTL.ZS,0
"Iran, Islamic Rep.",IRN,unemployment_pct,2025,8.301,world_bank_wdi,SL.UEM.TOTL.ZS,0
Chile,CHL,unemployment_pct,2025,8.974,world_bank_wdi,SL.UEM.TOTL.ZS,0
Portugal,PRT,unemployment_pct,2025,6.164,world_bank_wdi,SL.UEM.TOTL.ZS,0
Peru,PER,unemployment_pct,2025,5.117,world_bank_wdi,SL.UEM.TOTL.ZS,0
Finland,FIN,unemployment_pct,2025,9.461,world_bank_wdi,SL.UEM.TOTL.ZS,0
Kazakhstan,KAZ,unemployment_pct,2025,4.771,world_bank_wdi,SL.UEM.TOTL.ZS,0
Nigeria,NGA,unemployment_pct,2025,3.064,world_bank_wdi,SL.UEM.TOTL.ZS,0
Algeria,DZA,unemployment_pct,2025,11.633,world_bank_wdi,SL.UEM.TOTL.ZS,0
United States,USA,central_government_debt_pct_gdp,2024,115.768352618316,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
China,CHN,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Germany,DEU,central_government_debt_pct_gdp,1990,20.8541847518408,world_bank_wdi,GC.DOD.TOTL.GD.ZS,34
Japan,JPN,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
United Kingdom,GBR,central_government_debt_pct_gdp,2024,130.735888365813,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
India,IND,central_government_debt_pct_gdp,2018,46.5224986659322,world_bank_wdi,GC.DOD.TOTL.GD.ZS,6
France,FRA,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Russian Federation,RUS,central_government_debt_pct_gdp,2024,17.8500676833114,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Italy,ITA,central_government_debt_pct_gdp,1992,77.2855315218802,world_bank_wdi,GC.DOD.TOTL.GD.ZS,32
Canada,CAN,central_government_debt_pct_gdp,2024,64.1314232901439,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Brazil,BRA,central_government_debt_pct_gdp,2024,81.8554431191023,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Spain,ESP,central_government_debt_pct_gdp,2024,105.639074777338,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
"Korea, Rep.",KOR,central_government_debt_pct_gdp,2024,47.8141426119509,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Mexico,MEX,central_government_debt_pct_gdp,2024,50.270950655733,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Australia,AUS,central_government_debt_pct_gdp,2022,57.8834285733848,world_bank_wdi,GC.DOD.TOTL.GD.ZS,2
Turkiye,TUR,central_government_debt_pct_gdp,2024,26.6192344930079,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Indonesia,IDN,central_government_debt_pct_gdp,2009,29.997306381567,world_bank_wdi,GC.DOD.TOTL.GD.ZS,15
Netherlands,NLD,central_government_debt_pct_gdp,1994,54.214654102661,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Saudi Arabia,SAU,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Switzerland,CHE,central_government_debt_pct_gdp,2024,22.2786942016816,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Poland,POL,central_government_debt_pct_gdp,1994,60.4543984704576,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Belgium,BEL,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Ireland,IRL,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Argentina,ARG,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Sweden,SWE,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Israel,ISR,central_government_debt_pct_gdp,1999,88.3064793540794,world_bank_wdi,GC.DOD.TOTL.GD.ZS,25
Singapore,SGP,central_government_debt_pct_gdp,2024,167.799832036767,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Austria,AUT,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Thailand,THA,central_government_debt_pct_gdp,2024,61.861415782411,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Norway,NOR,central_government_debt_pct_gdp,1994,30.9484525212916,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Viet Nam,VNM,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Philippines,PHL,central_government_debt_pct_gdp,2014,43.426338941462,world_bank_wdi,GC.DOD.TOTL.GD.ZS,10
Malaysia,MYS,central_government_debt_pct_gdp,2024,64.566529006102,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Denmark,DNK,central_government_debt_pct_gdp,1994,75.3312600417617,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Colombia,COL,central_government_debt_pct_gdp,2024,71.1965371181288,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Bangladesh,BGD,central_government_debt_pct_gdp,2003,31.2044521104432,world_bank_wdi,GC.DOD.TOTL.GD.ZS,21
Romania,ROU,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
"Hong Kong SAR, China",HKG,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
South Africa,ZAF,central_government_debt_pct_gdp,2024,82.7627080034486,world_bank_wdi,GC.DOD.TOTL.GD.ZS,0
Pakistan,PAK,central_government_debt_pct_gdp,2000,55.0324216144747,world_bank_wdi,GC.DOD.TOTL.GD.ZS,24
Czechia,CZE,central_government_debt_pct_gdp,1994,13.9974227725367,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
"Egypt, Arab Rep.",EGY,central_government_debt_pct_gdp,2007,85.7885338345865,world_bank_wdi,GC.DOD.TOTL.GD.ZS,17
"Iran, Islamic Rep.",IRN,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Chile,CHL,central_government_debt_pct_gdp,2000,13.1456400046218,world_bank_wdi,GC.DOD.TOTL.GD.ZS,24
Portugal,PRT,central_government_debt_pct_gdp,1994,5.6574045702943,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Peru,PER,central_government_debt_pct_gdp,2021,35.237190374692,world_bank_wdi,GC.DOD.TOTL.GD.ZS,3
Finland,FIN,central_government_debt_pct_gdp,1994,58.3135962623348,world_bank_wdi,GC.DOD.TOTL.GD.ZS,30
Kazakhstan,KAZ,central_government_debt_pct_gdp,2023,20.8858497183933,world_bank_wdi,GC.DOD.TOTL.GD.ZS,1
Nigeria,NGA,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
Algeria,DZA,central_government_debt_pct_gdp,,,world_bank_wdi,GC.DOD.TOTL.GD.ZS,
